,runstring,seed,pairindex,j,k,Zstar,libfac,Zcom
2856,0002856.bin,1402856,1,5,2,0.04995197,-0.006820501999999999,0.01356606
2857,0002857.bin,2857,1,2,1,0.08477809,-0.0625206,0.04666652
2858,0002858.bin,2858,1,9,2,0.01158458,1.0202950000000002,0.1241232
2859,0002859.bin,2859,0,5,1,0.02124034,-0.0877664,0.01545744
2860,0002860.bin,1402860,0,11,2,0.00978127,-0.08536133,0.06616149
2861,0002861.bin,2102861,0,4,1,0.1034917,0.2602659,0.1352519
2862,0002862.bin,702862,1,21,2,0.009538301,0.004285745,0.02240668
2863,0002863.bin,2863,0,11,1,0.01530917,-0.01908537,0.01006601
2864,0002864.bin,702864,1,10,1,0.02450508,0.009535253,0.01598868
2865,0002865.bin,1402865,0,7,2,0.01493152,2.038381,0.009274252
2866,0002866.bin,2802866,1,6,1,0.025974200000000003,-0.0052183870000000005,0.05550134
2867,0002867.bin,702867,1,6,1,0.005262291,1.186185,0.02252318
2868,0002868.bin,1402868,0,25,2,0.003889645,-0.3857935,0.01711892
2869,0002869.bin,2869,0,11,2,0.003896969,-0.007937506,0.03577575
2870,0002870.bin,702870,0,11,2,0.0316015,0.695023,0.01270016
2871,0002871.bin,702871,0,9,2,0.01128881,0.01536918,0.1150328
2872,0002872.bin,2872,2,3,2,0.1103732,-0.01461045,0.03639352
2873,0002873.bin,2102873,0,11,2,0.002388904,-2.029166,0.003492085
2874,0002874.bin,702874,0,11,2,0.04038162,-0.03103136,0.03548733
2875,0002875.bin,2102875,1,11,1,0.01561177,0.008855494,0.01941695
2876,0002876.bin,2102876,0,11,2,0.0049128290000000005,-1.632418,0.03107026
2877,0002877.bin,2877,2,3,2,0.09176347,0.4390587,0.1406983
2878,0002878.bin,2878,1,7,1,0.04305324,0.008885365,0.02349066
2879,0002879.bin,2879,1,2,1,0.110332,0.008786649,0.08353369
2880,0002880.bin,2802880,2,3,2,0.02275498,-0.15805170000000002,0.05489584
2881,0002881.bin,1402881,2,3,2,0.1882033,0.15170989999999998,0.02446539
2882,0002882.bin,2882,1,11,2,0.09353618,0.004481053,0.006072735
2883,0002883.bin,702883,0,9,2,0.02141932,-0.2267157,0.03995185
2884,0002884.bin,702884,0,15,2,0.001963442,-0.00409358,0.01009235
2885,0002885.bin,702885,2,5,2,0.01312879,-2.103675,0.01118174
2886,0002886.bin,2886,1,7,2,0.01418783,0.009533591,0.01561022
2887,0002887.bin,2887,0,14,1,0.0230761,0.08442394,0.01969456
2888,0002888.bin,2888,1,21,2,0.01304333,0.01070489,0.0032179340000000004
2889,0002889.bin,1402889,1,5,2,0.08839485,-0.004903566,0.025943
2890,0002890.bin,702890,0,9,1,0.01340499,0.2861453,0.04625558
2891,0002891.bin,702891,1,8,1,0.00678664,2.594188,0.06268489
2892,0002892.bin,2892,0,9,2,0.06618288,0.1403127,0.01422295
2893,0002893.bin,1402893,1,11,2,0.01817694,0.003475201,0.00315955
2894,0002894.bin,1402894,0,9,1,0.07536486,0.3334014,0.01467907
2895,0002895.bin,2895,1,11,1,0.02853479,-2.125332,0.05781424
2896,0002896.bin,2896,1,19,2,0.02200371,0.01591945,0.03413987
2897,0002897.bin,702897,0,6,1,0.09528487,-0.005198978,0.01982307
2898,0002898.bin,2102898,0,27,2,0.0016603470000000002,-0.02885945,0.0109919
2899,0002899.bin,2899,1,11,2,0.01560431,-1.283935,0.04313242
2900,0002900.bin,1402900,0,19,2,0.03352287,0.06302831,0.003215857
2901,0002901.bin,2102901,0,7,2,0.07363642,0.009641873,0.01625872
2902,0002902.bin,2902,0,11,2,0.007717659,-0.0683266,0.05432497
2903,0002903.bin,2903,2,3,1,0.02227479,-0.0185145,0.02111881
2904,0002904.bin,1402904,1,17,2,0.01437789,-0.03879165,0.01355374
2905,0002905.bin,702905,0,7,2,0.02930623,0.4172748,0.03365576
2906,0002906.bin,2906,1,7,1,0.05334214,0.008090238000000001,0.026461400000000003
2907,0002907.bin,702907,0,7,2,0.156853,0.004167918,0.008146750999999999
2908,0002908.bin,2908,1,11,2,0.01073908,-0.004560953,0.009124292
2909,0002909.bin,1402909,0,2,1,0.1389513,0.206055,0.08476039
2910,0002910.bin,2910,1,2,1,0.04884678,1.023431,0.04773473
2911,0002911.bin,2102911,1,5,1,0.033455300000000014,0.01597448,0.02338271
2912,0002912.bin,702912,0,7,1,0.04890225,-0.01543509,0.04067605
2913,0002913.bin,2913,0,33,2,0.01746902,0.8674764000000001,0.02838987
2914,0002914.bin,702914,0,7,1,0.01387508,-0.02454301,0.06329718
2915,0002915.bin,2102915,0,4,1,0.03785153,-0.00496908,0.04032621
2916,0002916.bin,2916,0,37,2,0.0008588899,2.196143,0.01046514
2917,0002917.bin,1402917,0,15,2,0.007569241,-0.1106159,0.08673639999999999
2918,0002918.bin,2918,0,4,1,0.1456131,0.06352202,0.02048412
2919,0002919.bin,2919,0,6,1,0.0254035,0.23249,0.04783555
2920,0002920.bin,2920,0,27,2,0.006587461,2.230456,0.001781684
2921,0002921.bin,702921,0,2,1,0.05257029,0.1553879,0.3670112
2922,0002922.bin,702922,1,3,1,0.1293224,-0.003920814,0.03029235
2923,0002923.bin,702923,2,2,1,0.1263812,0.575658,0.01939642
2924,0002924.bin,2924,2,3,2,0.01832526,-0.02925439,0.02310707
2925,0002925.bin,702925,2,3,2,0.07701588,1.156742,0.10427
2926,0002926.bin,702926,0,7,1,0.0396588,0.01761867,0.0177815
2927,0002927.bin,2927,0,2,1,0.05620413,-1.457523,0.16851229999999998
2928,0002928.bin,2802928,1,3,1,0.1213638,-0.02033974,0.13487349999999998
2929,0002929.bin,2802929,0,4,1,0.06911245,-0.02306288,0.03340968
2930,0002930.bin,2930,1,17,2,0.004146996,-0.1253812,0.02610543
2931,0002931.bin,3502931,0,11,2,0.01453558,0.2818704,0.009663554
2932,0002932.bin,2932,0,15,2,0.01020416,-0.8178814999999999,0.004971388
2933,0002933.bin,702933,1,15,1,0.01383697,-0.004800636,0.01106723
2934,0002934.bin,1402934,1,25,2,0.01770092,-0.004275405,0.00254985
2935,0002935.bin,2935,1,5,1,0.0634821,0.05253672,0.06822016
2936,0002936.bin,7702936,0,15,2,0.01516673,-0.02368035,0.08709231
2937,0002937.bin,702937,1,12,1,0.008648333000000001,0.02639804,0.02029186
2938,0002938.bin,2938,1,4,1,0.109899,-0.02886181,0.02200272
2939,0002939.bin,2802939,0,14,1,0.008185764,2.773969,0.02136825
2940,0002940.bin,2940,0,13,2,0.04571211,-0.08943005,0.00761236
2941,0002941.bin,2941,1,7,2,0.02633884,0.138382,0.01775131
2942,0002942.bin,2942,1,13,2,0.03247288,-1.702029,0.007714838000000002
2943,0002943.bin,2943,0,26,1,0.008412471999999999,-1.275277,0.009199462
2944,0002944.bin,2944,0,3,1,0.02625592,0.003587556,0.05427116
2945,0002945.bin,4202945,0,2,1,0.03872866,-0.02390832,0.1746033
2946,0002946.bin,2946,0,15,2,0.003649765,-0.01992018,0.05642018
2947,0002947.bin,702947,0,5,2,0.004829657,0.3590099,0.09929314
2948,0002948.bin,702948,0,3,1,0.193465,0.8674870000000001,0.06352115
2949,0002949.bin,2949,1,21,2,0.00275936,0.01222918,0.01496083
2950,0002950.bin,2950,1,5,2,0.0885418,0.04810345,0.01195951
2951,0002951.bin,2951,1,3,1,0.1035914,-0.2807045,0.07488309
2952,0002952.bin,2952,0,4,1,0.05818290000000001,-0.005564048,0.04196848
2953,0002953.bin,702953,0,27,2,0.0008488297,0.2153242,0.009519036
2954,0002954.bin,1402954,1,19,2,0.0073294369999999985,0.004386681,0.004500913
2955,0002955.bin,1402955,1,29,2,0.003544934,1.503752,0.01223531
2956,0002956.bin,2956,0,6,1,0.02308096,0.006065805,0.01809453
2957,0002957.bin,1402957,1,17,2,0.01418721,-0.01238799,0.01389554
2958,0002958.bin,1402958,1,13,1,0.02625853,-0.07914847,0.01117263
2959,0002959.bin,702959,1,19,2,0.0027770240000000003,0.02851807,0.006761523
2960,0002960.bin,2960,1,9,1,0.04399451,0.1960496,0.056514
2961,0002961.bin,2961,0,15,2,0.06843869999999999,0.003844734,0.00302379
2962,0002962.bin,2802962,1,7,2,0.02781261,0.4103502000000001,0.01552293
2963,0002963.bin,1402963,0,23,1,0.005500936,0.01109099,0.003702199
2964,0002964.bin,2964,0,18,1,0.0030624370000000003,0.4574576,0.003360925
2965,0002965.bin,1402965,0,5,1,0.03941075,-0.04893091,0.06278928
2966,0002966.bin,2966,0,5,2,0.196695,0.5669151,0.1378166
2967,0002967.bin,2967,0,17,2,0.0408001,-0.1319091,0.01624021
2968,0002968.bin,2968,1,18,1,0.01978947,-0.02846944,0.006434751
2969,0002969.bin,2969,0,6,1,0.0207866,0.106104,0.09948554
2970,0002970.bin,2970,0,11,2,0.02207351,0.0075218759999999985,0.02047377
2971,0002971.bin,2971,0,10,1,0.01948631,-0.1030826,0.0196317
2972,0002972.bin,2972,0,31,2,0.001564841,0.05376377,0.04265894
2973,0002973.bin,5602973,0,7,1,0.005200801,-0.5146218,0.05822814
2974,0002974.bin,2974,0,8,1,0.01647473,0.006605351999999999,0.01647935
2975,0002975.bin,702975,0,6,1,0.04769045,-0.08143318,0.05940292
2976,0002976.bin,702976,1,7,2,0.06333131,-0.01310168,0.106147
2977,0002977.bin,1402977,0,4,1,0.03046704,-0.01215142,0.06288324
2978,0002978.bin,702978,1,5,1,0.0241524,-0.00725573,0.04206182
2979,0002979.bin,702979,0,36,1,0.003731838,0.003828319,0.01841809
2980,0002980.bin,2102980,0,17,2,0.004428605,-0.008519374,0.04363323
2981,0002981.bin,2981,0,3,1,0.03175697,-0.03743636,0.05296044
2982,0002982.bin,2802982,1,25,2,0.007060176,-0.09142757,0.009008466
2983,0002983.bin,1402983,1,9,1,0.01728633,-1.593291,0.05294475
2984,0002984.bin,702984,2,3,2,0.2353448,0.2456473,0.01965175
2985,0002985.bin,2985,1,9,2,0.05070125,-0.01026738,0.1453524
2986,0002986.bin,2102986,1,13,1,0.01001649,-0.7201566999999999,0.008564661
2987,0002987.bin,2987,1,4,1,0.04601759,-0.003112606,0.03492619
2988,0002988.bin,2988,0,6,1,0.028271,0.2437755,0.03328217
2989,0002989.bin,2989,0,9,2,0.1256589,-1.498348,0.01009565
2990,0002990.bin,1402990,0,37,2,0.006984433000000001,-0.2256724,0.0325567
2991,0002991.bin,702991,1,8,1,0.0163226,0.1227713,0.02719781
2992,0002992.bin,2102992,0,11,2,0.007682751,2.00354,0.04486757
2993,0002993.bin,2102993,1,35,2,0.007643814,0.02345638,0.03836129
2994,0002994.bin,702994,1,6,1,0.06782730000000001,0.01460127,0.05577535
2995,0002995.bin,702995,0,5,1,0.03692234,2.239875,0.1031415
2996,0002996.bin,2996,0,13,1,0.01066929,0.9754801,0.01079012
2997,0002997.bin,702997,2,5,2,0.02257785,-0.1794954,0.01902737
2998,0002998.bin,4902998,0,31,2,0.003304933,-0.1870261,0.002206418
2999,0002999.bin,2999,1,13,2,0.02027285,0.6676246,0.005422451
3000,0003000.bin,3000,1,7,1,0.01573627,-0.31747459999999994,0.02221696
3001,0003001.bin,3001,1,23,2,0.002829598,0.04189653,0.03944515
3002,0003002.bin,1403002,0,5,1,0.02994004,1.6018370000000002,0.1217838
3003,0003003.bin,2803003,1,11,2,0.006395919,1.213039,0.002716853
3004,0003004.bin,703004,1,8,1,0.0505586,-0.4968925,0.01251303
3005,0003005.bin,3005,1,10,1,0.05375116,-0.003592825,0.0148916
3006,0003006.bin,703006,1,23,2,0.002870589,-0.004826308,0.02798509
3007,0003007.bin,3007,1,13,2,0.05335645,-0.03663898,0.007857529
3008,0003008.bin,3008,1,11,2,0.01851321,0.03999521,0.09743181
3009,0003009.bin,703009,0,11,2,0.01317903,-0.07801912,0.06666002
3010,0003010.bin,3010,1,10,1,0.01223098,-0.01838773,0.03089221
3011,0003011.bin,3503011,1,11,2,0.03358949,-0.01446468,0.01775694
3012,0003012.bin,3012,0,13,2,0.006987767,-0.9588679,0.04703693
3013,0003013.bin,1403013,1,5,2,0.03506213,-0.0130762,0.005250114
3014,0003014.bin,1403014,0,31,2,0.0014385729999999998,-0.4098207,0.041480300000000005
3015,0003015.bin,3015,0,31,2,0.008007779,-0.09022693,0.008896066
3016,0003016.bin,3016,0,7,2,0.05993439,-1.998245,0.1272056
3017,0003017.bin,3017,0,5,2,0.022840400000000004,-0.1172842,0.02326367
3018,0003018.bin,2103018,0,5,2,0.09418667,1.855659,0.04558551
3019,0003019.bin,1403019,0,4,1,0.15053010000000006,0.02430897,0.05985769
3020,0003020.bin,3020,1,21,2,0.01651243,-0.005905535999999999,0.002718145
3021,0003021.bin,3021,0,3,1,0.0298576,-0.9452216999999998,0.08715279
3022,0003022.bin,3022,0,13,2,0.008740295,0.06075992,0.02395831
3023,0003023.bin,3023,1,25,2,0.005659506,-0.1694307,0.002882228
3024,0003024.bin,2803024,0,5,2,0.004858662,0.2357672,0.05168089
3025,0003025.bin,1403025,1,13,1,0.007521355,0.5805355999999999,0.01082612
3026,0003026.bin,3026,0,2,1,0.05575504,-0.5421734,0.07105095
3027,0003027.bin,703027,1,7,2,0.0277746,-0.2436486,0.03576423
3028,0003028.bin,3028,0,7,1,0.07514997,-0.1214842,0.08798736
3029,0003029.bin,3029,0,10,1,0.06488816,-0.006484805,0.01879433
3030,0003030.bin,703030,0,6,1,0.06981737,0.01648748,0.03839323
3031,0003031.bin,3031,1,33,2,0.002248209,0.005595022,0.001288463
3032,0003032.bin,703032,0,7,2,0.01414246,-0.01559158,0.01071185
3033,0003033.bin,3503033,1,7,2,0.156946,0.02650533,0.01605814
3034,0003034.bin,3034,1,9,2,0.00518499,0.008043629,0.01820721
3035,0003035.bin,1403035,2,11,2,0.05000884,-0.0377421,0.01436685
3036,0003036.bin,3036,0,9,2,0.07616647,-0.004116815,0.03788304
3037,0003037.bin,3037,0,7,2,0.01796945,1.452949,0.009827795
3038,0003038.bin,3038,0,6,1,0.02547644,-0.02196889,0.05792477
3039,0003039.bin,3039,0,6,1,0.03707146,0.003453521,0.05014044
3040,0003040.bin,3040,0,7,1,0.0042315,-0.2091894,0.00932358
3041,0003041.bin,3041,0,4,1,0.06546241,-0.5795573,0.059366099999999984
3042,0003042.bin,1403042,0,5,1,0.02531383,0.0043039440000000005,0.0599517
3043,0003043.bin,3043,1,17,2,0.01204477,-0.0142935,0.0313023
3044,0003044.bin,703044,1,43,2,0.00843922,0.2592178,0.01905325
3045,0003045.bin,703045,1,12,1,0.01266437,-0.8378017,0.01256475
3046,0003046.bin,3046,1,7,1,0.09736435,0.1214728,0.04461553
3047,0003047.bin,1403047,0,15,2,0.009972846,-0.1511607,0.005375695
3048,0003048.bin,3048,0,6,1,0.02273709,-0.007330844,0.06464763
3049,0003049.bin,3049,0,36,1,0.003099043,0.04134517,0.002327376
3050,0003050.bin,703050,1,13,2,0.01440487,-0.01346547,0.02337489
3051,0003051.bin,3051,2,3,1,0.01228449,-0.0030390290000000004,0.06654588
3052,0003052.bin,3052,0,15,1,0.01520825,-0.1915274,0.03487089
3053,0003053.bin,3053,0,5,2,0.0158345,-0.01090082,0.16181020000000002
3054,0003054.bin,3054,0,7,2,0.03842951,0.003858223,0.03718927
3055,0003055.bin,703055,0,13,2,0.01509109,-0.07958168,0.03786683
3056,0003056.bin,3056,0,15,2,0.05180692,0.0042271520000000005,0.0148882
3057,0003057.bin,3057,2,7,2,0.01482575,-0.326463,0.07662194
3058,0003058.bin,3058,0,12,1,0.01963723,-0.04227483,0.0100341
3059,0003059.bin,1403059,0,11,1,0.02189054,-0.0257695,0.01161899
3060,0003060.bin,3060,0,3,1,0.04131472,-0.8568771000000001,0.05871346
3061,0003061.bin,1403061,1,7,1,0.07854835,0.03290574,0.02670862
3062,0003062.bin,703062,1,11,2,0.01731329,-0.004111721,0.03887298
3063,0003063.bin,2103063,1,3,1,0.1450845,0.009765703,0.13195420000000002
3064,0003064.bin,3064,0,7,1,0.09337248,0.1940949,0.02082275
3065,0003065.bin,703065,2,7,2,0.01356148,0.5165454,0.01943213
3066,0003066.bin,3066,1,17,1,0.01307486,-0.1504036,0.01224644
3067,0003067.bin,703067,0,31,2,0.003232843,0.9776706,0.002282727
3068,0003068.bin,1403068,1,7,2,0.01223591,-0.6627411999999999,0.14670870000000005
3069,0003069.bin,3069,0,6,1,0.05280702,-2.048966,0.01635096
3070,0003070.bin,2103070,1,41,2,0.001176928,-0.08376672,0.005138717
3071,0003071.bin,3071,1,14,1,0.01045894,0.006344308000000001,0.03458932
3072,0003072.bin,2103072,1,6,1,0.04336331,-0.01068003,0.04718067
3073,0003073.bin,3073,0,11,1,0.0593505,-0.03844463,0.017355900000000004
3074,0003074.bin,3074,0,5,2,0.07811934,1.7237650000000002,0.03444152
3075,0003075.bin,1403075,1,9,2,0.005539603000000001,0.3904839000000001,0.004357972
3076,0003076.bin,1403076,0,3,1,0.1650626,2.031457,0.08078059
3077,0003077.bin,1403077,1,3,1,0.04805327,-0.05019536,0.09952605
3078,0003078.bin,3078,1,9,1,0.01549914,-0.5496562,0.01057678
3079,0003079.bin,703079,0,2,1,0.16168239999999998,0.5569681,0.04080012
3080,0003080.bin,2103080,0,19,2,0.0005395022,-0.6240439999999999,0.0007627091999999999
3081,0003081.bin,3081,0,8,1,0.04075396,0.02053114,0.02149572
3082,0003082.bin,3082,2,5,1,0.03114764,0.004544757,0.005576529
3083,0003083.bin,703083,2,3,2,0.06086257,-0.006549965,0.09760687
3084,0003084.bin,3084,0,20,1,0.009001685,-0.005610127,0.0186819
3085,0003085.bin,703085,1,5,2,0.03312046,0.004047315,0.006341373000000001
3086,0003086.bin,1403086,0,10,1,0.03152602,2.0052950000000003,0.01485586
3087,0003087.bin,3087,0,8,1,0.03933134,0.005153922,0.01813721
3088,0003088.bin,2103088,1,11,1,0.01227321,-0.04359425,0.03779189
3089,0003089.bin,3089,1,12,1,0.01795712,-0.1861418,0.0108117
3090,0003090.bin,2103090,0,11,2,0.01672418,-0.04011189,0.1094435
3091,0003091.bin,703091,1,11,1,0.06050399,-0.07245698,0.01793096
3092,0003092.bin,3092,0,9,1,0.03745061,0.006936343,0.04973639
3093,0003093.bin,3093,0,11,2,0.008428281999999999,-0.04587125,0.0133643
3094,0003094.bin,3094,1,5,2,0.03755941,-0.02546985,0.1643696
3095,0003095.bin,3095,0,19,2,0.003850928,-0.01173583,0.04804229
3096,0003096.bin,3096,1,2,1,0.1762413,0.04745058,0.1012626
3097,0003097.bin,1403097,1,9,2,0.09682694,-0.003470856,0.007513499
3098,0003098.bin,3098,0,17,2,0.006159946,-0.2759351,0.02202039
3099,0003099.bin,703099,1,3,1,0.05828437,-1.246726,0.13760550000000002
3100,0003100.bin,703100,1,22,1,0.005226238,0.02292621,0.01078092
3101,0003101.bin,1403101,1,3,1,0.02438554,2.36826,0.02892065
3102,0003102.bin,3102,0,11,1,0.02276283,0.01052356,0.01029256
3103,0003103.bin,3103,1,5,2,0.03294476,-0.404663,0.05412073
3104,0003104.bin,3104,2,2,1,0.02658435,-0.005717956999999999,0.01342834
3105,0003105.bin,2103105,0,5,1,0.02811106,0.1336187,0.03037716
3106,0003106.bin,3106,0,4,1,0.01930716,0.003978968,0.0170457
3107,0003107.bin,2103107,0,3,1,0.1558918,0.006664301,0.05675928
3108,0003108.bin,3108,1,37,2,0.0101816,0.5007355,0.008470955
3109,0003109.bin,3109,0,12,1,0.016563099999999997,-0.4390113000000001,0.04479689
3110,0003110.bin,3110,0,11,2,0.02100166,0.8275454,0.02015238
3111,0003111.bin,3111,0,13,2,0.02975858,-2.761846,0.02709902
3112,0003112.bin,3112,1,11,1,0.02035925,-0.01421247,0.007109968
3113,0003113.bin,1403113,1,5,1,0.0149564,-0.04379498,0.0150862
3114,0003114.bin,703114,1,5,2,0.05983502,-0.008602027,0.007884074
3115,0003115.bin,3115,0,11,2,0.0111865,0.05798075,0.02665838
3116,0003116.bin,3116,1,7,2,0.08695526,-0.05693931,0.1490886
3117,0003117.bin,2103117,0,6,1,0.02492294,-0.04641027,0.07773697
3118,0003118.bin,703118,0,13,2,0.04594485,0.2115017,0.0272381
3119,0003119.bin,4203119,0,7,2,0.009850168,0.004219342,0.1155964
3120,0003120.bin,703120,1,5,2,0.03152141,0.7161546999999999,0.01627018
3121,0003121.bin,703121,0,24,1,0.01286062,-0.005174601,0.002297383
3122,0003122.bin,3122,0,9,2,0.002070353,0.1391653,0.005460015
3123,0003123.bin,703123,1,12,1,0.01211725,-0.004650319,0.02257968
3124,0003124.bin,3124,1,39,2,0.003959991,0.004511423,0.01897457
3125,0003125.bin,3125,1,5,1,0.130579,-0.03766854,0.09142452
3126,0003126.bin,3126,0,5,1,0.02980001,-0.3095541,0.02359572
3127,0003127.bin,1403127,0,13,2,0.001664886,1.014112,0.06399305
3128,0003128.bin,3128,0,13,1,0.02858705,0.1273889,0.04796069
3129,0003129.bin,2103129,0,9,2,0.01302775,-0.004588937,0.02275991
3130,0003130.bin,703130,1,37,2,0.001412791,-0.00383483,0.02198317
3131,0003131.bin,3131,1,6,1,0.04218586,-0.08976416,0.06302422
3132,0003132.bin,3132,0,11,2,0.01831336,-0.03447519,0.009916988
3133,0003133.bin,703133,1,15,2,0.004198633,-0.07614058,0.03460135
3134,0003134.bin,1403134,1,11,2,0.07608886,-0.0184635,0.0179154
3135,0003135.bin,703135,0,9,2,0.05421536,0.0961586,0.01130319
3136,0003136.bin,3136,1,3,1,0.05465045,-0.006123543,0.1167565
3137,0003137.bin,3137,0,11,1,0.02537575,-0.009266097,0.02005602
3138,0003138.bin,1403138,1,14,1,0.01401851,0.5774539000000001,0.03948226
3139,0003139.bin,1403139,0,7,2,0.075542,-0.09672711,0.01890302
3140,0003140.bin,3140,0,2,1,0.3266113,0.2619042,0.1248503
3141,0003141.bin,1403141,0,5,2,0.1802706,0.3696534,0.0950604
3142,0003142.bin,4203142,0,15,1,0.006458193,-0.02983009,0.004775371
3143,0003143.bin,3143,1,5,2,0.009588035,0.02033347,0.04900021
3144,0003144.bin,703144,1,7,1,0.07189798,-0.00546376,0.00771735
3145,0003145.bin,1403145,1,7,2,0.01606769,-0.06806275,0.06904707
3146,0003146.bin,2103146,1,43,2,0.00481565,-1.7584810000000002,0.0042027720000000005
3147,0003147.bin,3147,1,9,2,0.02106926,0.6180101,0.01211985
3148,0003148.bin,1403148,0,11,2,0.01688262,1.648591,0.02368676
3149,0003149.bin,2103149,0,17,2,0.0236546,1.150212,0.01310339
3150,0003150.bin,3150,1,4,1,0.09598151,0.009874824,0.02329866
3151,0003151.bin,3151,0,7,1,0.04399154,-0.07124594,0.03755661
3152,0003152.bin,703152,0,17,2,0.01814365,-0.003593975,0.01415186
3153,0003153.bin,3153,0,7,1,0.07399186,0.03477387,0.03581312
3154,0003154.bin,3154,0,28,1,0.005721536,0.08820919,0.01852979
3155,0003155.bin,703155,2,3,2,0.03370063,0.01289049,0.01324166
3156,0003156.bin,3156,1,7,1,0.01280382,0.01388191,0.04752526
3157,0003157.bin,703157,0,5,2,0.009016468,-1.55404,0.1449287
3158,0003158.bin,3158,1,9,2,0.02969455,2.73435,0.002578176
3159,0003159.bin,1403159,1,5,2,0.02464425,-0.7653022,0.009256301
3160,0003160.bin,3160,0,6,1,0.02751367,0.4158556,0.05930483
3161,0003161.bin,3161,1,13,2,0.02903727,-0.08807325,0.00500952
3162,0003162.bin,3162,0,9,1,0.01203369,0.7113329,0.02844056
3163,0003163.bin,3163,1,5,2,0.03645045,-0.09798612,0.0239332
3164,0003164.bin,703164,0,2,1,0.0814304,-0.02226029,0.03555236
3165,0003165.bin,1403165,1,3,1,0.1210647,0.005409122,0.05738736
3166,0003166.bin,3166,0,4,1,0.05056404,-0.08339191,0.05351042
3167,0003167.bin,3167,1,4,1,0.06408186,-0.139484,0.08254386
3168,0003168.bin,3168,0,7,2,0.02300934,-0.03607432,0.02341374
3169,0003169.bin,1403169,1,16,1,0.02195712,-0.01234849,0.03726848
3170,0003170.bin,3170,1,9,2,0.09599311,0.003960425,0.02118872
3171,0003171.bin,1403171,0,4,1,0.03095114,-2.035495,0.08097447
3172,0003172.bin,3172,0,13,2,0.03703493,-0.01295481,0.04006301
3173,0003173.bin,3173,1,7,1,0.06580727,0.005490433,0.04524442
3174,0003174.bin,3174,0,3,1,0.17309979999999994,0.1210723,0.0215198
3175,0003175.bin,703175,0,11,2,0.01033118,-0.0032300740000000003,0.009604297
3176,0003176.bin,703176,1,4,1,0.07454401,-0.003268408,0.1211899
3177,0003177.bin,3177,0,22,1,0.01534046,-0.02887269,0.007798279
3178,0003178.bin,703178,1,27,1,0.004241248,-1.007915,0.006201458000000001
3179,0003179.bin,703179,1,19,2,0.01055576,-1.036493,0.01204771
3180,0003180.bin,703180,1,13,2,0.009556383,1.471728,0.01766629
3181,0003181.bin,3181,0,3,1,0.05268742,-0.9434996,0.06892983
3182,0003182.bin,703182,2,5,2,0.03149607,-1.301563,0.04961598
3183,0003183.bin,3183,0,5,1,0.08083456,-0.08923969999999999,0.07228032
3184,0003184.bin,3184,2,3,2,0.008111301999999999,-0.005099338,0.1360398
