,runstring,seed,pairindex,j,k,Zstar,libfac,Zcom
2491,0002491.bin,702491,1,7,2,0.05862966,0.1272784,0.0249174
2492,0002492.bin,2492,0,5,2,0.2037694,-0.01570035,0.02646876
2493,0002493.bin,702493,0,7,2,0.06952215,0.01864123,0.08576635
2494,0002494.bin,1402494,0,5,2,0.009468164,-0.16081379999999998,0.02965476
2495,0002495.bin,702495,0,17,1,0.01007917,0.2804346,0.01164593
2496,0002496.bin,2802496,0,4,1,0.14944449999999998,0.2392424,0.02757186
2497,0002497.bin,2497,0,23,2,0.02439368,0.1838448,0.00415984
2498,0002498.bin,1402498,1,3,1,0.02015774,-1.680809,0.08787112
2499,0002499.bin,2499,0,11,1,0.01875365,0.359223,0.01054827
2500,0002500.bin,2500,0,7,1,0.02125067,-0.004562327,0.02193011
2501,0002501.bin,2501,1,9,1,0.004561076,2.911442,0.03468784
2502,0002502.bin,702502,1,2,1,0.1327214,0.03400583,0.02632151
2503,0002503.bin,4202503,1,9,1,0.07494239999999999,0.0063484940000000005,0.02988222
2504,0002504.bin,2504,0,6,1,0.09288136,2.286819,0.049219300000000014
2505,0002505.bin,702505,2,19,2,0.002535071,2.324577,0.006772581999999999
2506,0002506.bin,1402506,2,7,2,0.004093073,-0.003233409,0.00704015
2507,0002507.bin,2507,1,9,1,0.02572384,-0.03605631,0.0325074
2508,0002508.bin,2508,0,24,1,0.004224299,0.0030094690000000003,0.009340608
2509,0002509.bin,2509,0,5,2,0.004632017,0.003200244,0.01198262
2510,0002510.bin,2510,2,9,2,0.005670831,0.5425325,0.01830955
2511,0002511.bin,2511,0,37,2,0.01188841,-2.011706,0.007635996
2512,0002512.bin,702512,1,19,2,0.02279854,-0.9891985,0.005487578000000001
2513,0002513.bin,702513,1,9,1,0.06654363,-0.03650176,0.01514039
2514,0002514.bin,702514,1,15,2,0.008267594,0.2938028,0.01660897
2515,0002515.bin,2515,0,9,1,0.0707918,-0.008854823000000001,0.04096944
2516,0002516.bin,1402516,1,18,1,0.005197571,0.009166854,0.01277721
2517,0002517.bin,2517,1,3,1,0.2131112,0.197847,0.03859814
2518,0002518.bin,2518,0,13,2,0.03656238,-0.02141039,0.008574546
2519,0002519.bin,2519,1,4,1,0.102079,-0.03870129,0.14751270000000002
2520,0002520.bin,2520,0,15,2,0.03121875,0.03550254,0.05528998
2521,0002521.bin,2521,0,7,2,0.02690273,-0.01158335,0.02989861
2522,0002522.bin,702522,1,11,2,0.02647889,0.0261059,0.06998362
2523,0002523.bin,2523,1,7,1,0.01548156,-0.7754426,0.01775822
2524,0002524.bin,2102524,1,7,2,0.08432349,0.06334391,0.01502481
2525,0002525.bin,2525,0,5,2,0.0106179,0.3361018,0.02865193
2526,0002526.bin,702526,0,7,2,0.05750929,-0.1111293,0.03757801
2527,0002527.bin,2527,1,12,1,0.0204919,-0.01129172,0.01791032
2528,0002528.bin,2528,1,9,2,0.01395239,-1.109918,0.04328718
2529,0002529.bin,4202529,0,10,1,0.02509068,-0.2085822,0.0106843
2530,0002530.bin,2530,0,17,2,0.01931368,1.292298,0.02926072
2531,0002531.bin,1402531,1,16,1,0.01083937,0.02602624,0.005927524
2532,0002532.bin,2532,1,13,1,0.01382196,0.1755741,0.01576623
2533,0002533.bin,702533,1,11,1,0.01897343,0.1579533,0.004534966
2534,0002534.bin,3502534,1,3,1,0.03480323,-2.2011580000000004,0.05419459
2535,0002535.bin,2102535,0,10,1,0.00715794,1.456784,0.01195665
2536,0002536.bin,2102536,2,3,2,0.01359779,-0.1761228,0.3644563
2537,0002537.bin,2537,2,7,2,0.03964838,0.6306401999999999,0.02057821
2538,0002538.bin,2538,1,15,2,0.006136811999999999,-0.01015548,0.01241579
2539,0002539.bin,702539,0,8,1,0.02174957,-0.5330305999999999,0.0124077
2540,0002540.bin,2102540,1,6,1,0.02747214,0.1197655,0.007965143000000001
2541,0002541.bin,1402541,0,17,2,0.01160792,-0.7304841999999999,0.007542795
2542,0002542.bin,2542,0,9,1,0.04314918,0.0274435,0.0115552
2543,0002543.bin,2543,0,11,1,0.05832607,-0.2525736,0.0206233
2544,0002544.bin,2544,1,9,2,0.016252000000000003,0.009858552,0.01197737
2545,0002545.bin,702545,1,4,1,0.1004548,-0.1942325,0.0560782
2546,0002546.bin,2546,0,19,2,0.02949133,0.02083269,0.008766293
2547,0002547.bin,2547,1,13,2,0.007314949,0.003254535,0.0174822
2548,0002548.bin,1402548,1,21,2,0.023103,-1.6013389999999998,0.02673393
2549,0002549.bin,2549,0,30,1,0.009554621,0.04054662,0.005456143
2550,0002550.bin,2550,0,13,1,0.009131743,0.3217682,0.047673400000000005
2551,0002551.bin,702551,1,6,1,0.02080288,0.004336647,0.007412043
2552,0002552.bin,2102552,0,2,1,0.1082867,-0.07853724,0.2195851
2553,0002553.bin,2553,0,3,1,0.02778779,0.03749091,0.07358781
2554,0002554.bin,2102554,1,3,1,0.02625472,-0.8453396000000001,0.03716742
2555,0002555.bin,2555,0,23,2,0.01603095,0.01938126,0.02850224
2556,0002556.bin,702556,2,2,1,0.04514893,-0.01039824,0.04435373
2557,0002557.bin,1402557,2,5,2,0.152199,0.01247456,0.008306697
2558,0002558.bin,702558,1,3,1,0.02952122,-0.1760285,0.07818542
2559,0002559.bin,1402559,1,9,2,0.1103077,-1.086461,0.01748456
2560,0002560.bin,702560,1,5,1,0.0938905,0.05426496,0.03130127
2561,0002561.bin,2561,0,8,1,0.08445298,-0.08208825,0.06483452
2562,0002562.bin,702562,1,11,2,0.02062881,0.1412987,0.06576049
2563,0002563.bin,2563,1,4,1,0.06306033,1.788067,0.04393336
2564,0002564.bin,2564,0,8,1,0.01986955,0.01024591,0.03835899
2565,0002565.bin,702565,0,15,2,0.018171,1.532318,0.01295446
2566,0002566.bin,2566,1,9,1,0.02113809,0.003136404,0.0496098
2567,0002567.bin,2567,1,9,2,0.09344394,0.07019212,0.02383928
2568,0002568.bin,702568,1,13,1,0.03303375,-0.009453179,0.048213699999999984
2569,0002569.bin,2569,2,5,2,0.002738397,-0.09976595,0.03634806
2570,0002570.bin,2102570,0,57,2,0.01689834,-0.08354701,0.0007049586999999999
2571,0002571.bin,2102571,0,7,2,0.04350218,1.384065,0.01128169
2572,0002572.bin,2572,1,5,1,0.01741764,-2.260527,0.02352917
2573,0002573.bin,2573,0,5,1,0.1266877,0.01312481,0.01676089
2574,0002574.bin,2574,0,10,1,0.01736653,0.03437987,0.04413086
2575,0002575.bin,2575,0,5,2,0.01375125,-0.10980639999999997,0.01653581
2576,0002576.bin,702576,1,17,2,0.01875368,-0.1971153,0.03228906
2577,0002577.bin,1402577,1,17,1,0.01054017,-0.9084964,0.0076173019999999985
2578,0002578.bin,702578,1,5,2,0.2427728,0.0191565,0.01339024
2579,0002579.bin,702579,0,4,1,0.01275251,-0.008375384,0.007945252
2580,0002580.bin,2580,0,20,1,0.008023956,0.06310504,0.01894229
2581,0002581.bin,702581,1,4,1,0.01792467,0.009784038,0.0828752
2582,0002582.bin,702582,0,12,1,0.01492102,-0.003691407,0.006971436
2583,0002583.bin,1402583,0,8,1,0.02111525,-0.005802140999999999,0.05024462
2584,0002584.bin,2584,1,15,2,0.01606923,-0.1615554,0.01746862
2585,0002585.bin,1402585,1,8,1,0.01524456,0.1463825,0.0192209
2586,0002586.bin,2586,1,13,2,0.01163726,0.01743429,0.03840127
2587,0002587.bin,2587,1,17,2,0.01079732,-0.009091251,0.003543104
2588,0002588.bin,1402588,0,21,2,0.009837222,0.04116033,0.0143723
2589,0002589.bin,702589,0,9,1,0.02435978,0.007479224,0.04626926
2590,0002590.bin,2590,0,2,1,0.1796511,0.05914063,0.1663323
2591,0002591.bin,2591,1,9,2,0.0490201,-0.4332106,0.02551146
2592,0002592.bin,702592,1,11,1,0.01385704,-0.3772768,0.007320431999999998
2593,0002593.bin,2593,0,17,2,0.01404075,0.4344984000000001,0.004522086
2594,0002594.bin,2594,0,7,2,0.03777791,-0.5951014,0.04894589
2595,0002595.bin,702595,0,37,2,0.002067835,0.6328859,0.02081207
2596,0002596.bin,702596,1,11,2,0.06468153,0.7627009,0.007383216
2597,0002597.bin,2597,1,13,1,0.02611762,0.1216606,0.007986333
2598,0002598.bin,2598,1,9,2,0.01522901,0.00766342,0.02810029
2599,0002599.bin,4202599,2,3,2,0.03070405,0.9394568,0.2349104
2600,0002600.bin,702600,0,15,2,0.0145203,-0.006669581999999999,0.03427037
2601,0002601.bin,2601,0,5,2,0.01365809,2.617223,0.01434106
2602,0002602.bin,702602,1,7,1,0.01124818,-0.2874366,0.05504173
2603,0002603.bin,702603,0,13,2,0.02104386,-0.006334638,0.08093031
2604,0002604.bin,2604,1,3,1,0.2084484,-0.04415115,0.1227866
2605,0002605.bin,1402605,1,19,2,0.004956401,-0.30494920000000003,0.06728943
2606,0002606.bin,2606,0,6,1,0.1110131,-0.1346197,0.02613732
2607,0002607.bin,2607,1,13,1,0.03683067,-0.08958465,0.00929918
2608,0002608.bin,2608,0,17,2,0.005808251,-0.02915011,0.01313504
2609,0002609.bin,702609,0,4,1,0.06443219,0.03730905,0.07359229
2610,0002610.bin,702610,1,11,1,0.009121019,0.01252345,0.05529508
2611,0002611.bin,2611,1,5,2,0.06140612,0.2223996,0.1993759
2612,0002612.bin,702612,0,25,2,0.0013117270000000002,-0.0192973,0.0009273827
2613,0002613.bin,2613,1,31,2,0.00723711,-0.03462127,0.002908194
2614,0002614.bin,702614,0,13,1,0.008002909,0.237035,0.0250043
2615,0002615.bin,702615,0,8,1,0.03265116,-0.02435134,0.01888935
2616,0002616.bin,1402616,1,5,1,0.09207241,0.16067910000000002,0.03415463
2617,0002617.bin,2617,0,10,1,0.01635517,-0.04057735,0.0251001
2618,0002618.bin,2618,1,7,2,0.05057963,0.01376998,0.00900894
2619,0002619.bin,2619,1,7,2,0.03390931,0.007577107,0.06774538
2620,0002620.bin,2620,0,11,2,0.00423743,-0.04737916,0.03190138
2621,0002621.bin,2621,1,11,2,0.02876778,0.04689694,0.06574401
2622,0002622.bin,2802622,0,15,2,0.006500227,-0.01367469,0.02981947
2623,0002623.bin,2623,0,12,1,0.04440638,0.1210828,0.03698899
2624,0002624.bin,2624,0,4,1,0.08070622,-0.004598184,0.02297885
2625,0002625.bin,2625,0,3,1,0.07610113,-0.13335940000000002,0.02584379
2626,0002626.bin,702626,1,7,2,0.05319123,-0.03823154,0.01085377
2627,0002627.bin,1402627,1,31,1,0.003150187,0.01038782,0.008341928
2628,0002628.bin,4202628,1,15,2,0.009472314,-0.01309233,0.01164988
2629,0002629.bin,2102629,0,9,2,0.01065764,0.128379,0.02670289
2630,0002630.bin,1402630,0,15,2,0.001435676,-0.01053885,0.02443537
2631,0002631.bin,702631,0,11,2,0.01932856,0.05906814,0.04890437
2632,0002632.bin,2632,2,9,1,0.05738762,0.14690799999999998,0.004695029
2633,0002633.bin,2633,1,8,1,0.0359693,-0.01278303,0.0438048
2634,0002634.bin,2102634,1,33,2,0.0053653780000000005,0.02218808,0.001121534
2635,0002635.bin,2635,1,6,1,0.0606629,0.01044774,0.03158368
2636,0002636.bin,2636,0,23,2,0.00259035,-2.858518,0.002232298
2637,0002637.bin,702637,1,10,1,0.004889098,-0.0795292,0.005739903
2638,0002638.bin,2638,1,5,2,0.02064435,-0.003845149,0.02841897
2639,0002639.bin,2639,1,19,2,0.004511099,0.07962476,0.006379641
2640,0002640.bin,2640,0,41,2,0.007662654,-0.02098321,0.009447367
2641,0002641.bin,2641,2,2,1,0.02869831,0.6559858000000001,0.03522749
2642,0002642.bin,2642,1,4,1,0.09207279,-0.17778010000000002,0.05793963
2643,0002643.bin,2643,0,13,1,0.02094516,1.921518,0.01916561
2644,0002644.bin,702644,0,9,2,0.05614993,0.0031827870000000003,0.01396893
2645,0002645.bin,2645,1,12,1,0.02507392,0.14904589999999998,0.04876978
2646,0002646.bin,702646,0,3,1,0.09889799,-0.09146713,0.03480114
2647,0002647.bin,702647,0,14,1,0.02184754,-1.029339,0.01901623
2648,0002648.bin,2648,1,19,2,0.01126559,-0.01352842,0.0196107
2649,0002649.bin,2649,1,6,1,0.02986797,-0.01105094,0.04153161
2650,0002650.bin,2650,0,9,2,0.03251759,0.01105211,0.00138272
2651,0002651.bin,2651,0,21,2,0.007503579,0.03140945,0.004979844000000001
2652,0002652.bin,2652,1,11,1,0.04204477,-0.0032624240000000003,0.04903746
2653,0002653.bin,2653,1,11,1,0.01472072,-0.06619285,0.01526051
2654,0002654.bin,702654,0,4,1,0.1078911,0.0742679,0.06726747
2655,0002655.bin,702655,0,4,1,0.05928043,1.164863,0.03684772
2656,0002656.bin,702656,0,17,2,0.006634141999999999,-1.104983,0.0692108
2657,0002657.bin,2102657,0,25,2,0.004236229,0.1984493,0.01758789
2658,0002658.bin,2658,1,8,1,0.04835908,-0.2664069000000001,0.02852064
2659,0002659.bin,2659,0,9,1,0.0164597,-0.2498105,0.03221627
2660,0002660.bin,2660,0,18,1,0.007580089,0.05204225,0.008129018
2661,0002661.bin,2661,0,19,2,0.01291887,-0.4106952,0.042051
2662,0002662.bin,2662,0,5,1,0.02829277,0.367138,0.02337105
2663,0002663.bin,2663,0,7,2,0.0230186,0.285066,0.182761
2664,0002664.bin,2664,1,5,2,0.01218607,0.05228359,0.125661
2665,0002665.bin,4202665,0,5,2,0.03837253,-2.7579290000000003,0.01147694
2666,0002666.bin,2666,0,7,2,0.08843169,0.2585786,0.03421219
2667,0002667.bin,2667,0,5,1,0.04844126,0.004975014,0.02276506
2668,0002668.bin,2668,0,7,2,0.08956817,-0.1491201,0.008120605
2669,0002669.bin,2669,1,17,2,0.002813907,0.00404779,0.01108314
2670,0002670.bin,2670,1,11,2,0.02439373,1.2178870000000002,0.03415717
2671,0002671.bin,2671,1,7,1,0.0799844,0.006493733000000001,0.03151845
2672,0002672.bin,1402672,1,15,1,0.02407382,-0.06577021,0.04483353
2673,0002673.bin,2673,1,9,2,0.001904523,0.0183706,0.0606232
2674,0002674.bin,702674,2,5,2,0.0960505,0.006407527,0.1287386
2675,0002675.bin,2675,1,5,1,0.01884104,-0.1905323,0.1071964
2676,0002676.bin,2676,1,9,2,0.009028828,-2.009998,0.04012265
2677,0002677.bin,702677,1,13,1,0.02161484,0.5873754,0.0116516
2678,0002678.bin,1402678,1,5,2,0.01548084,0.01943366,0.008349378000000001
2679,0002679.bin,2679,1,9,2,0.02256234,0.004916742,0.1065388
2680,0002680.bin,5602680,1,9,1,0.06094596,0.09824752,0.01984942
2681,0002681.bin,2681,0,4,1,0.09961596,-0.003121064,0.1095986
2682,0002682.bin,2682,1,2,1,0.0948061,-0.02356744,0.04563525
2683,0002683.bin,702683,0,4,1,0.02386448,0.006224144,0.03787396
2684,0002684.bin,2102684,0,7,2,0.008458261,-0.008870847,0.007357516
2685,0002685.bin,2685,1,13,1,0.00839126,0.8809049000000001,0.01200668
2686,0002686.bin,702686,0,14,1,0.0078035219999999985,0.06289686,0.02459385
2687,0002687.bin,1402687,1,11,1,0.0136567,0.004226753,0.01844334
2688,0002688.bin,1402688,0,7,1,0.02304408,0.09142285,0.01860938
2689,0002689.bin,2689,0,9,1,0.02196881,0.1994048,0.006770766
2690,0002690.bin,3502690,2,2,1,0.03996737,0.5927911,0.02309936
2691,0002691.bin,702691,1,5,1,0.03913917,-0.008005464,0.07021770000000001
2692,0002692.bin,3502692,0,49,2,0.01084126,-0.7927553,0.01169807
2693,0002693.bin,4902693,1,4,1,0.1189688,-0.007627111999999998,0.02953322
2694,0002694.bin,1402694,1,13,1,0.04878325,0.07675861,0.02542303
2695,0002695.bin,2695,1,33,2,0.01888051,-1.42037,0.003881563
2696,0002696.bin,702696,1,2,1,0.08766555,0.004325876,0.03425162
2697,0002697.bin,702697,1,7,2,0.004185994,0.004786277,0.1886841
2698,0002698.bin,702698,0,7,2,0.03514634,-0.3774433,0.1649884
2699,0002699.bin,2699,0,5,2,0.05473739,0.09333346,0.1960555
2700,0002700.bin,2802700,1,7,1,0.01641472,-2.255102,0.02233314
2701,0002701.bin,1402701,1,15,2,0.006016601,0.01622265,0.02332872
2702,0002702.bin,702702,0,5,2,0.2390648,-0.05604877,0.1124703
2703,0002703.bin,2102703,0,6,1,0.01814809,0.1059638,0.1031293
2704,0002704.bin,2704,1,4,1,0.1274419,0.604716,0.04359119
2705,0002705.bin,2705,1,5,1,0.1098252,0.0076823540000000015,0.1108088
2706,0002706.bin,3502706,1,9,2,0.1330293,0.01793145,0.02205747
2707,0002707.bin,2707,0,7,2,0.08051114,-1.388603,0.0119923
2708,0002708.bin,2708,0,11,1,0.01089346,0.08662953,0.02183348
2709,0002709.bin,2709,2,5,1,0.01444928,0.0400046,0.007090335
2710,0002710.bin,1402710,0,13,2,0.01026799,0.02217409,0.01227266
2711,0002711.bin,2711,1,9,2,0.03659889,-0.00946874,0.1268198
2712,0002712.bin,2712,1,37,2,0.00813052,0.0824637,0.0113955
2713,0002713.bin,2713,0,9,2,0.01157335,0.9980718,0.008754236
2714,0002714.bin,1402714,1,11,1,0.009421128,1.024033,0.03863264
2715,0002715.bin,702715,0,6,1,0.01611706,-0.2687808,0.02662552
2716,0002716.bin,2716,1,18,1,0.02223285,0.003694841,0.00678246
2717,0002717.bin,2717,0,8,1,0.07522579,-0.02229299,0.02420693
2718,0002718.bin,2718,0,4,1,0.14086010000000002,0.006415758000000001,0.006697107
2719,0002719.bin,702719,0,4,1,0.03096927,-0.0124709,0.11246789999999998
2720,0002720.bin,2720,0,6,1,0.07041221,-0.05449374,0.02109671
2721,0002721.bin,702721,0,17,2,0.008894276999999999,0.04239643,0.02806511
2722,0002722.bin,2722,1,11,2,0.08080627,-0.1877862,0.1083571
2723,0002723.bin,702723,1,7,1,0.07952730000000001,0.00507719,0.07387782
2724,0002724.bin,702724,0,9,2,0.01055904,-0.00460991,0.04494575
2725,0002725.bin,2725,1,5,2,0.112716,0.04059544,0.09937264
2726,0002726.bin,2726,0,18,1,0.03064628,1.258146,0.03062992
2727,0002727.bin,2727,1,31,2,0.001837366,-0.3338409,0.003576196
2728,0002728.bin,702728,1,15,2,0.01451679,-0.03342666,0.01714028
2729,0002729.bin,2729,0,6,1,0.0388855,-0.2265463,0.01356516
2730,0002730.bin,4902730,1,15,2,0.001858041,0.03931957,0.01171603
2731,0002731.bin,702731,1,7,2,0.008389295,1.894406,0.08196288
2732,0002732.bin,1402732,1,5,2,0.007087846,-0.4898571,0.01111157
2733,0002733.bin,2733,1,14,1,0.004835222,-0.004294629,0.04147353
2734,0002734.bin,2734,0,14,1,0.01417362,0.0056582690000000005,0.04169955
2735,0002735.bin,702735,1,7,1,0.03898982,0.561357,0.01333198
2736,0002736.bin,2736,1,4,1,0.12047349999999997,-0.5901706,0.05012601
2737,0002737.bin,702737,2,5,2,0.04101378,-0.07970885,0.04505671
2738,0002738.bin,2738,1,23,2,0.002451544,0.2447899,0.02179251
2739,0002739.bin,2739,1,7,2,0.1423073,-0.07156389,0.02220569
2740,0002740.bin,702740,0,5,2,0.270497,0.02212085,0.02824283
2741,0002741.bin,2741,0,5,2,0.03175856,-0.4328406,0.2413692
2742,0002742.bin,702742,0,5,1,0.02686595,0.07714658,0.07814784
2743,0002743.bin,2743,1,39,1,0.007940947,-0.06588072,0.007375058
2744,0002744.bin,1402744,1,15,2,0.006795645,0.9445244,0.0116177
2745,0002745.bin,2745,1,63,2,0.002064639,-0.02110784,0.007500817
2746,0002746.bin,2746,1,4,1,0.03869184,0.0992944,0.0336614
2747,0002747.bin,2747,0,12,1,0.009675886,0.02188629,0.006499428000000001
2748,0002748.bin,702748,2,7,2,0.006630836,0.01734005,0.008557758
2749,0002749.bin,2749,1,6,1,0.09078348,-0.8811361999999999,0.06050095
2750,0002750.bin,2750,2,2,1,0.1284838,0.003312572,0.03421413
2751,0002751.bin,702751,0,5,1,0.03992449,0.04261008,0.02714022
2752,0002752.bin,2102752,0,5,1,0.02478752,0.07027955,0.03832755
2753,0002753.bin,2753,1,6,1,0.0620722,-0.04522223,0.01724143
2754,0002754.bin,702754,0,3,1,0.03369544,-0.05991782,0.161953
2755,0002755.bin,702755,0,6,1,0.02293315,0.008852115,0.03242197
2756,0002756.bin,2756,0,19,2,0.008889186,0.01858099,0.04492996
2757,0002757.bin,2102757,2,5,2,0.06007282,-0.05699833,0.03263982
2758,0002758.bin,702758,2,3,1,0.05167461,0.227451,0.02502766
2759,0002759.bin,1402759,0,9,1,0.03135535,0.003036287,0.01924256
2760,0002760.bin,3502760,0,9,2,0.03809966,-0.004157025,0.005986256
2761,0002761.bin,1402761,1,21,2,0.003993129000000001,-0.9627384,0.01116274
2762,0002762.bin,2102762,1,6,1,0.02604294,0.01107953,0.07613689
2763,0002763.bin,702763,0,7,2,0.03113978,-0.1454317,0.05281911
2764,0002764.bin,2764,1,13,2,0.009887616,-2.362346,0.02453597
2765,0002765.bin,702765,0,29,2,0.01673892,-1.91015,0.006381906
2766,0002766.bin,2766,0,29,2,0.0030237890000000003,0.02519987,0.003223083
2767,0002767.bin,702767,0,3,1,0.1082264,0.01481443,0.1967651
2768,0002768.bin,2768,1,6,1,0.04012068,-1.172017,0.03572576
2769,0002769.bin,2769,0,9,1,0.02399706,-0.02791305,0.009923229
2770,0002770.bin,702770,0,9,1,0.04524722,1.659666,0.01553594
2771,0002771.bin,1402771,1,12,1,0.01235419,0.2507301,0.01625124
2772,0002772.bin,2772,1,9,2,0.01323289,0.007086364,0.00734708
2773,0002773.bin,1402773,0,7,2,0.05674688,2.733233,0.1020275
2774,0002774.bin,1402774,0,9,2,0.02457024,-0.01726953,0.03702368
2775,0002775.bin,2775,1,4,1,0.07999851,0.5932016,0.036732199999999986
2776,0002776.bin,2776,0,23,2,0.004261255,0.04095691,0.008086102
2777,0002777.bin,1402777,0,25,2,0.009549372,0.03289143,0.01885731
2778,0002778.bin,2778,0,45,2,0.003785146,-0.0877099,0.0028648420000000003
2779,0002779.bin,2779,1,2,1,0.09968579,-0.01864066,0.0712005
2780,0002780.bin,2780,1,11,2,0.1095106,-1.320331,0.05863327
2781,0002781.bin,702781,0,4,1,0.0719041,-0.06231491,0.04347636
2782,0002782.bin,702782,1,29,2,0.003666458,0.01951878,0.001795153
2783,0002783.bin,702783,1,2,1,0.25201,-0.3473861,0.06348631
2784,0002784.bin,702784,1,13,1,0.04849511,0.2822151,0.02150396
2785,0002785.bin,3502785,1,5,1,0.03781996,0.1280726,0.05174401
2786,0002786.bin,2786,1,7,2,0.01772316,-0.04636052,0.009964748
2787,0002787.bin,702787,1,9,1,0.01303893,-0.5080395999999999,0.01817926
2788,0002788.bin,702788,1,10,1,0.03432683,-0.04349357,0.0103671
2789,0002789.bin,2789,0,8,1,0.01305435,0.06710593,0.02231459
2790,0002790.bin,2790,0,4,1,0.03910637,0.1081261,0.01434909
2791,0002791.bin,1402791,1,7,2,0.00721229,-2.468238,0.01116429
2792,0002792.bin,2792,1,8,1,0.02715065,0.009014053,0.02614372
2793,0002793.bin,702793,1,4,1,0.1113335,-0.05089806,0.03579158
2794,0002794.bin,702794,1,6,1,0.08537523,0.1859568,0.007222864
2795,0002795.bin,702795,1,24,1,0.005329323,0.21826260000000006,0.00608992
2796,0002796.bin,2102796,2,3,1,0.02461727,-1.050641,0.02327829
2797,0002797.bin,2797,1,9,1,0.01835775,0.007967399,0.05399693
2798,0002798.bin,1402798,0,5,2,0.2052825,-0.04514002,0.005653539
2799,0002799.bin,2102799,1,5,1,0.07565369,0.003154301,0.121374
2800,0002800.bin,2800,1,17,2,0.02303328,0.8601743000000001,0.002407279
2801,0002801.bin,702801,0,15,1,0.01217095,-0.05088992,0.03399607
2802,0002802.bin,2802,1,15,2,0.04919436,0.08510787,0.008990765999999999
2803,0002803.bin,2102803,1,39,2,0.00112016,-0.0212921,0.002224716
2804,0002804.bin,2804,0,11,2,0.002319905,-0.01519436,0.001141905
2805,0002805.bin,2805,1,6,1,0.05757557,0.9925789,0.01909368
2806,0002806.bin,1402806,1,14,1,0.03676007,0.1792562,0.01219822
2807,0002807.bin,1402807,1,6,1,0.06717416,0.17900220000000006,0.1044182
2808,0002808.bin,2808,0,3,1,0.038092400000000005,0.1655812,0.184532
2809,0002809.bin,702809,1,3,1,0.04559148,0.02242378,0.04886374
2810,0002810.bin,2810,0,13,2,0.02358347,0.4027177,0.01469282
2811,0002811.bin,1402811,1,9,2,0.09244745,-2.26494,0.009167006
2812,0002812.bin,702812,1,17,2,0.02070188,1.082782,0.005054268
2813,0002813.bin,1402813,0,19,2,0.004872699,-0.4727896,0.008800334
2814,0002814.bin,1402814,1,9,1,0.01243608,2.090496,0.03513152
2815,0002815.bin,702815,0,33,2,0.0008453922999999999,0.01514761,0.02113068
2816,0002816.bin,2816,0,33,2,0.01655521,-0.1235757,0.007495595
2817,0002817.bin,702817,1,17,2,0.0349707,2.47332,0.0719468
2818,0002818.bin,2818,0,3,1,0.03079272,2.299035,0.06868408
2819,0002819.bin,2802819,1,29,2,0.005734708000000001,0.02291233,0.008836134
2820,0002820.bin,2820,1,9,1,0.02874232,-0.0427087,0.02689073
2821,0002821.bin,2821,0,5,2,0.01804581,-0.008713185,0.2109508
2822,0002822.bin,2822,0,6,1,0.03653876,0.05750529,0.01589835
2823,0002823.bin,702823,1,7,2,0.007848777,-0.01006371,0.1620179
2824,0002824.bin,1402824,0,5,2,0.1552676,1.928642,0.01843427
2825,0002825.bin,702825,1,15,2,0.009215743,0.02386946,0.008187092
2826,0002826.bin,702826,1,13,2,0.008896896,-0.02055815,0.01835069
2827,0002827.bin,2102827,0,5,2,0.0033603,0.1354536,0.03771668
2828,0002828.bin,702828,0,4,1,0.0336611,0.04017707,0.03202554
2829,0002829.bin,1402829,1,6,1,0.01683359,0.05539555,0.01079951
2830,0002830.bin,702830,1,29,1,0.005952496,0.2252506,0.01407722
2831,0002831.bin,2831,0,9,2,0.003621505,0.01509863,0.007188388
2832,0002832.bin,702832,0,15,2,0.01206216,-0.007925622,0.0138577
2833,0002833.bin,2833,1,2,1,0.1624409,0.05092868,0.07681479
2834,0002834.bin,2834,1,5,2,0.09598379,0.193885,0.0834368
2835,0002835.bin,2835,1,7,1,0.02139509,-0.004709516,0.07083154
2836,0002836.bin,1402836,0,23,2,0.002005878,-0.4209802,0.006537758
2837,0002837.bin,2837,0,9,2,0.03507147,0.07390868,0.01228326
2838,0002838.bin,1402838,1,9,2,0.01762491,0.00804675,0.00639715
2839,0002839.bin,2839,1,13,2,0.01210316,-0.8128318,0.05618245
2840,0002840.bin,2840,0,15,2,0.01414523,-0.006695586999999999,0.0140971
2841,0002841.bin,702841,1,12,1,0.007901724,0.317711,0.01935757
2842,0002842.bin,2802842,1,28,1,0.00633946,-0.4524167000000001,0.008413886
2843,0002843.bin,2843,0,8,1,0.01823805,0.3552891,0.01322675
2844,0002844.bin,2844,0,9,2,0.001269985,-2.445611,0.007391253
2845,0002845.bin,702845,0,10,1,0.01150648,-0.02306871,0.01004734
2846,0002846.bin,2846,1,7,2,0.1609594,0.0255242,0.17712139999999998
2847,0002847.bin,702847,0,13,2,0.0284753,-0.05842301,0.0130555
2848,0002848.bin,702848,1,6,1,0.02354753,-0.045072,0.02902758
2849,0002849.bin,2849,1,11,2,0.01175371,-0.1108297,0.008622125
2850,0002850.bin,702850,0,7,1,0.0900889,-0.07624925,0.08670244
2851,0002851.bin,702851,1,2,1,0.04849842,-0.006584545,0.07455684
2852,0002852.bin,702852,1,22,1,0.01269475,-0.6157838999999999,0.003167542
2853,0002853.bin,2853,0,6,1,0.04276996,0.11210739999999997,0.02423008
2854,0002854.bin,2854,1,7,1,0.06692122,0.07548333,0.02322446
2855,0002855.bin,2802855,1,8,1,0.06442681,-0.005580096,0.03336854
